,iata_code,name,coordinates,iso_region
36448,BTI,Barter Island LRRS Airport,"-143.582000732, 70.1340026855",US-AK
36449,BET,Bethel Airport,"-161.8379974, 60.77980042",US-AK
36450,BVU,Beluga Airport,"-151.044006348, 61.1721992493",US-AK
36451,BIG,Allen Army Airfield,"-145.722000122, 63.9944992065",US-AK
36452,BKC,Buckland Airport,"-161.149002075, 65.9815979004",US-AK
36453,BMX,Big Mountain Airport,"-155.259002686, 59.3611984253",US-AK
36455,BRW,Wiley Post Will Rogers Memorial Airport,"-156.766008, 71.285402",US-AK
36456,BTT,Bettles Airport,"-151.529007, 66.91390228",US-AK
36459,CDB,Cold Bay Airport,"-162.72500610351562, 55.20610046386719",US-AK
36460,CEM,Central Airport,"-144.7830048, 65.57379913",US-AK
36461,CIK,Chalkyitsik Airport,"-143.740005493, 66.6449966431",US-AK
36462,CYF,Chefornak Airport,"-164.285995483, 60.1492004395",US-AK
36464,SCM,Scammon Bay Airport,"-165.570999146, 61.845298767100005",US-AK
36465,IRC,Circle City /New/ Airport,"-144.076008, 65.830498",US-AK
36467,CDV,Merle K (Mudhole) Smith Airport,"-145.4779968, 60.4917984",US-AK
36468,CXF,Coldfoot Airport,"-150.203994751, 67.25219726559999",US-AK
36469,CYT,Yakataga Airport,"-142.494541, 60.080974",US-AK
36470,CZF,Cape Romanzof LRRS Airport,"-166.0390015, 61.78030014",US-AK
36471,DRG,Deering Airport,"-162.76600647, 66.0696029663",US-AK
36472,RDB,Red Dog Airport,"-162.899002075, 68.03209686279999",US-AK
36473,ADK,Adak Airport,"-176.64599609375, 51.87799835205078",US-AK
36474,DLG,Dillingham Airport,"-158.5050049, 59.04470062",US-AK
36475,MLL,Marshall Don Hunter Sr Airport,"-162.026000977, 61.8642997742",US-AK
36476,ADQ,Kodiak Airport,"-152.4940033, 57.75",US-AK
36477,DUT,Unalaska Airport,"-166.544006348, 53.900100708",US-AK
36478,KKH,Kongiganak Airport,"-162.880996704, 59.960800170899994",US-AK
36479,EDF,Elmendorf Air Force Base,"-149.8070068359375, 61.250999450683594",US-AK
36480,EEK,Eek Airport,"-162.0438843, 60.21367264",US-AK
36481,EAA,Eagle Airport,"-141.151001, 64.77639771",US-AK
36482,EHM,Cape Newenham LRRS Airport,"-162.06300354, 58.646400451699996",US-AK
36483,EIL,Eielson Air Force Base,"-147.102005, 64.66570282",US-AK
36484,ELV,Elfin Cove Seaplane Base,"-136.347000122, 58.195201873799995",US-AK
36485,EMK,Emmonak Airport,"-164.4909973, 62.78609848",US-AK
36486,ENA,Kenai Municipal Airport,"-151.2449951171875, 60.57310104370117",US-AK
36487,WWT,Newtok Airport,"-164.64100646973, 60.939098358154",US-AK
36489,FAI,Fairbanks International Airport,"-147.8560028, 64.81510162",US-AK
36490,FBK,Ladd AAF Airfield,"-147.6139984, 64.83750153",US-AK
36494,ABL,Ambler Airport,"-157.856989, 67.1063",US-AK
36495,FRN,Bryant Army Heliport,"-149.6529999, 61.26639938",US-AK
36497,FMC,Five Mile Airport,"-149.839996338, 65.9270019531",US-AK
36498,FWL,Farewell Airport,"-153.893997192, 62.5065994263",US-AK
36499,GAL,Edward G. Pitka Sr Airport,"-156.9369965, 64.73619843",US-AK
36500,GBH,Galbraith Lake Airport,"-149.490005493, 68.4796981812",US-AK
36502,SHG,Shungnak Airport,"-157.16200256348, 66.88809967041",US-AK
36503,GKN,Gulkana Airport,"-145.4570007, 62.1548996",US-AK
36504,GLV,Golovin Airport,"-163.007003784, 64.5504989624",US-AK
36505,GAM,Gambell Airport,"-171.73300170898438, 63.76679992675781",US-AK
36506,AGN,Angoon Seaplane Base,"-134.585007, 57.503601",US-AK
36507,BGQ,Big Lake Airport,"-149.813995361, 61.536098480199996",US-AK
36508,GST,Gustavus Airport,"-135.7070007, 58.4253006",US-AK
36509,NME,Nightmute Airport,"-164.70100402832, 60.471000671387",US-AK
36510,SGY,Skagway Airport,"-135.3159942626953, 59.46009826660156",US-AK
36511,HCR,Holy Cross Airport,"-159.77499389648438, 62.18830108642578",US-AK
36512,HSL,Huslia Airport,"-156.3509979, 65.69789886",US-AK
36513,HNS,Haines Airport,"-135.5240020751953, 59.24380111694336",US-AK
36514,HOM,Homer Airport,"-151.4770050048828, 59.645599365234375",US-AK
36515,HPB,Hooper Bay Airport,"-166.1470032, 61.52389908",US-AK
36516,HUS,Hughes Airport,"-154.2630005, 66.04109955",US-AK
36518,SHX,Shageluk Airport,"-159.569000244, 62.6922988892",US-AK
36519,HYG,Hydaburg Seaplane Base,"-132.8280029296875, 55.206298828125",US-AK
36521,IGG,Igiugig Airport,"-155.90199279785156, 59.32400131225586",US-AK
36522,EGX,Egegik Airport,"-157.375, 58.1855010986",US-AK
36523,IAN,Bob Baker Memorial Airport,"-160.43699646, 66.9759979248",US-AK
36524,ILI,Iliamna Airport,"-154.9109955, 59.75439835",US-AK
36525,UTO,Indian Mountain LRRS Airport,"-153.7039948, 65.99279785",US-AK
36526,MCL,McKinley National Park Airport,"-148.910995483, 63.7326011658",US-AK
36527,WAA,Wales Airport,"-168.095, 65.622593",US-AK
36529,JNU,Juneau International Airport,"-134.5760040283203, 58.35499954223633",US-AK
36531,KGK,Koliganek Airport,"-157.259002686, 59.726600647",US-AK
36532,KDK,Kodiak Municipal Airport,"-152.37399292, 57.8059005737",US-AK
36533,KFP,False Pass Airport,"-163.41000366210938, 54.8474006652832",US-AK
36534,AKK,Akhiok Airport,"-154.182998657, 56.9387016296",US-AK
36535,KPN,Kipnuk Airport,"-164.031005859, 59.932998657199995",US-AK
36536,KKA,Koyuk Alfred Adams Airport,"-161.154006958, 64.9394989014",US-AK
36537,LKK,Kulik Lake Airport,"-155.121002197, 58.9821014404",US-AK
36538,AKN,King Salmon Airport,"-156.6490021, 58.67679977",US-AK
36539,IKO,Nikolski Air Station,"-168.8489990234375, 52.94160079956055",US-AK
36540,AKP,Anaktuvuk Pass Airport,"-151.7429962, 68.13359833",US-AK
36541,KTN,Ketchikan International Airport,"-131.7140045, 55.35559845",US-AK
36542,UUK,Ugnu-Kuparuk Airport,"-149.598007202, 70.33080291750001",US-AK
36543,KAL,Kaltag Airport,"-158.7409973, 64.31909943",US-AK
36544,KLW,Klawock Airport,"-133.076004028, 55.579200744599994",US-AK
36545,KYK,Karluk Airport,"-154.449996948, 57.5671005249",US-AK
36546,KLN,Larsen Bay Airport,"-153.977996826, 57.5350990295",US-AK
36547,KLG,Kalskag Airport,"-160.34100341796875, 61.53630065917969",US-AK
36549,DQH,Alpine Airstrip,"-150.945007324, 70.3442993164",US-AK
36550,WCR,Chandalar Lake Airport,"-148.483001709, 67.5045013428",US-AK
36551,LUR,Cape Lisburne LRRS Airport,"-166.1100006, 68.87509918",US-AK
36552,KMO,Manokotak Airport,"-159.050003052, 58.990200042699996",US-AK
36553,MCG,McGrath Airport,"-155.6060028, 62.95289993",US-AK
36554,MDO,Middleton Island Airport,"-146.307006836, 59.4499015808",US-AK
36556,SMK,St Michael Airport,"-162.1100006, 63.49010086",US-AK
36557,MLY,Manley Hot Springs Airport,"-150.643997192, 64.99759674069999",US-AK
36559,MOU,Mountain Village Airport,"-163.6820068359375, 62.095401763916016",US-AK
36560,MRI,Merrill Field,"-149.843994140625, 61.2135009765625",US-AK
36561,MXY,Mc Carthy Airport,"-142.904006958, 61.4370994568",US-AK
36562,MYU,Mekoryuk Airport,"-166.27099609375, 60.37139892578125",US-AK
36563,WNA,Napakiak Airport,"-161.97900390625, 60.69029998779297",US-AK
36564,ANC,Ted Stevens Anchorage International Airport,"-149.99600219726562, 61.174400329589844",US-AK
36565,ANI,Aniak Airport,"-159.54299926757812, 61.581600189208984",US-AK
36566,ENN,Nenana Municipal Airport,"-149.07400512695312, 64.54730224609375",US-AK
36567,NNL,Nondalton Airport,"-154.8390045166, 59.980201721191",US-AK
36568,FNR,Funter Bay Seaplane Base,"-134.897994995, 58.2543983459",US-AK
36569,ANN,Annette Island Airport,"-131.57200622558594, 55.04240036010742",US-AK
36571,ANV,Anvik Airport,"-160.190994, 62.646702",US-AK
36572,KNW,New Stuyahok Airport,"-157.32800293, 59.4499015808",US-AK
36573,OBU,Kobuk Airport,"-156.897003174, 66.9123001099",US-AK
36574,PCA,Portage Creek Airport,"-157.714, 58.9065",US-AK
36575,HNH,Hoonah Airport,"-135.410111, 58.0961",US-AK
36576,OME,Nome Airport,"-165.44500732421875, 64.51219940185547",US-AK
36577,OOK,Toksook Bay Airport,"-165.0870056, 60.54140091",US-AK
36578,ORT,Northway Airport,"-141.9290009, 62.9612999",US-AK
36579,OTZ,Ralph Wien Memorial Airport,"-162.598999, 66.88469696",US-AK
36580,NLG,Nelson Lagoon Airport,"-161.16000366211, 56.007499694824",US-AK
36581,STG,St George Airport,"-169.662002563, 56.578300476100004",US-AK
36582,KPC,Port Clarence Coast Guard Station,"-166.85899353, 65.2537002563",US-AK
36583,KPV,Perryville Airport,"-159.162993, 55.905998",US-AK
36584,PSG,Petersburg James A Johnson Airport,"-132.9450073, 56.80170059",US-AK
36585,PTH,Port Heiden Airport,"-158.63299560546875, 56.95909881591797",US-AK
36586,PKA,Napaskiak Airport,"-161.7779999, 60.70289993",US-AK
36587,PTU,Platinum Airport,"-161.82000732421875, 59.01139831542969",US-AK
36588,PIP,Pilot Point Airport,"-157.572006226, 57.5803985596",US-AK
36589,PHO,Point Hope Airport,"-166.7989959716797, 68.34880065917969",US-AK
36590,PPC,Prospect Creek Airport,"-150.64399719238, 66.814102172852",US-AK
36592,KWN,Quinhagak Airport,"-161.8450012, 59.75510025",US-AK
36593,NUI,Nuiqsut Airport,"-151.005996704, 70.2099990845",US-AK
36594,ARC,Arctic Village Airport,"-145.578995, 68.1147",US-AK
36595,RSH,Russian Mission Airport,"-161.319458008, 61.7788848877",US-AK
36596,RBY,Ruby Airport,"-155.4700012, 64.72720337",US-AK
36597,SVA,Savoonga Airport,"-170.4929962158203, 63.6864013671875",US-AK
36598,SCC,Deadhorse Airport,"-148.4649963, 70.19470215",US-AK
36599,SDP,Sand Point Airport,"-160.5229949951172, 55.314998626708984",US-AK
36600,SHH,Shishmaref Airport,"-166.089112, 66.249604",US-AK
36601,SIT,Sitka Rocky Gutierrez Airport,"-135.36199951171875, 57.04710006713867",US-AK
36602,WLK,Selawik Airport,"-159.9859924, 66.60009766",US-AK
36603,SLQ,Sleetmute Airport,"-157.166000366, 61.7005004883",US-AK
36604,KSM,St Mary's Airport,"-163.302002, 62.0605011",US-AK
36605,SNP,St Paul Island Airport,"-170.22000122070312, 57.167301177978516",US-AK
36606,SOV,Seldovia Airport,"-151.70399475098, 59.442401885986",US-AK
36607,SMU,Sheep Mountain Airport,"-147.507003784, 61.812000274700004",US-AK
36608,UMM,Summit Airport,"-149.126998901, 63.3315010071",US-AK
36609,SVW,Sparrevohn LRRS Airport,"-155.5740051, 61.09740067",US-AK
36610,SKW,Skwentna Airport,"-151.190994263, 61.9653015137",US-AK
36611,SXQ,Soldotna Airport,"-151.03399658203125, 60.47570037841797",US-AK
36612,SYA,Eareckson Air Station,"174.1139984, 52.71229935",US-AK
36613,TAL,Ralph M Calhoun Memorial Airport,"-152.10899353, 65.1744003296",US-AK
36614,TNC,Tin City Long Range Radar Station Airport,"-167.9219971, 65.56310272",US-AK
36615,TLA,Teller Airport,"-166.339004517, 65.2404022217",US-AK
36616,TOG,Togiak Airport,"-160.39700317382812, 59.052799224853516",US-AK
36618,TKA,Talkeetna Airport,"-150.09399414062, 62.320499420166",US-AK
36619,TLJ,Tatalina LRRS Airport,"-155.977005005, 62.894401550299996",US-AK
36620,ATK,Atqasuk Edward Burnell Sr Memorial Airport,"-157.43600463867188, 70.46730041503906",US-AK
36622,AUK,Alakanuk Airport,"-164.659927368, 62.680042266799994",US-AK
36623,UMT,Umiat Airport,"-152.1360016, 69.37110138",US-AK
36624,UNK,Unalakleet Airport,"-160.798996, 63.88840103",US-AK
36625,WOW,Willow Airport,"-150.052001953, 61.7541999817",US-AK
36627,VAK,Chevak Airport,"-165.6005, 61.5409",US-AK
36628,KVC,King Cove Airport,"-162.26600646972656, 55.11629867553711",US-AK
36629,VDZ,Valdez Pioneer Field,"-146.2480011, 61.13389969",US-AK
36630,VEE,Venetie Airport,"-146.365997314, 67.0086975098",US-AK
36631,KVL,Kivalina Airport,"-164.56300354003906, 67.73619842529297",US-AK
36632,WBQ,Beaver Airport,"-147.406997681, 66.362197876",US-AK
36633,SWD,Seward Airport,"-149.41900634765625, 60.12689971923828",US-AK
36634,WRG,Wrangell Airport,"-132.3699951, 56.48429871",US-AK
36635,AIN,Wainwright Airport,"-159.994995117, 70.6380004883",US-AK
36636,WMO,White Mountain Airport,"-163.412994385, 64.689201355",US-AK
36637,WTK,Noatak Airport,"-162.97500610351562, 67.56610107421875",US-AK
36639,WWA,Wasilla Airport,"-149.539993286, 61.5717010498",US-AK
36642,YAK,Yakutat Airport,"-139.660003662, 59.5032997131",US-AK
36654,PEC,Pelican Seaplane Base,"-136.23599243164, 57.955200195312",US-AK
36657,AKI,Akiak Airport,"-161.231002808, 60.9029006958",US-AK
36658,AET,Allakaket Airport,"-152.621994019, 66.5518035889",US-AK
36659,PFC,Pacific City State Airport,"-123.961997986, 45.199798584",US-OR
36660,NCN,Chenega Bay Airport,"-147.992004395, 60.0773010254",US-AK
36661,CLP,Clarks Point Airport,"-158.529007, 58.83369827",US-AK
36663,ELI,Elim Airport,"-162.2720032, 64.61470032",US-AK
36664,KUK,Kasigluk Airport,"-162.5240021, 60.87440109",US-AK
36665,KNK,Kokhanok Airport,"-154.804000854, 59.433200836199994",US-AK
36666,KOT,Kotlik Airport,"-163.533004761, 63.0306015015",US-AK
36667,KTS,Brevig Mission Airport,"-166.466003418, 65.3312988281",US-AK
36668,KYU,Koyukuk Airport,"-157.727005005, 64.8760986328",US-AK
36669,KWT,Kwethluk Airport,"-161.444000244, 60.790298461899994",US-AK
36670,ORV,Robert (Bob) Curtis Memorial Airport,"-161.0189972, 66.81790161",US-AK
36671,SKK,Shaktoolik Airport,"-161.223999, 64.37110138",US-AK
36672,TKJ,Tok Junction Airport,"-142.9539948, 63.32949829",US-AK
36673,WSN,South Naknek Nr 2 Airport,"-157.007995605, 58.7033996582",US-AK
36674,FYU,Fort Yukon Airport,"-145.25, 66.57150268554688",US-AK
36795,PGM,Port Graham Airport,"-151.83200073242, 59.348300933838",US-AK
36834,BKH,Barking Sands Airport,"-159.785003662, 22.022800445599998",US-HI
36835,HDH,Dillingham Airfield,"-158.197006226, 21.5795001984",US-HI
36837,HHI,Wheeler Army Airfield,"-158.0399933, 21.48349953",US-HI
36838,HNM,Hana Airport,"-156.01400756835938, 20.79560089111328",US-HI
36839,JHM,Kapalua Airport,"-156.67300415039062, 20.962900161743164",US-HI
36840,JRF,Kalaeloa Airport,"-158.070009, 21.3074",US-HI
36841,KOA,Kona International At Keahole Airport,"-156.04600524902344, 19.738800048828125",US-HI
36842,HKP,Kaanapali Airport,"-156.69, 20.945",US-HI
36843,PHL,Erase Me 19,"-0.4, 0",US-PA
36844,LIH,Lihue Airport,"-159.33900451660156, 21.97599983215332",US-HI
36845,LUP,Kalaupapa Airport,"-156.973999, 21.21100044",US-HI
36846,MKK,Molokai Airport,"-157.0959930419922, 21.15290069580078",US-HI
36847,MUE,Waimea Kohala Airport,"-155.66799926757812, 20.001300811767578",US-HI
36848,NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,"-157.768005371, 21.4505004883",US-HI
36849,HNL,Daniel K Inouye International Airport,"-157.924228, 21.32062",US-HI
36851,LNY,Lanai Airport,"-156.9510040283203, 20.785600662231445",US-HI
36852,OGG,Kahului Airport,"-156.429993, 20.8986",US-HI
36853,PAK,Port Allen Airport,"-159.602996826, 21.896900177",US-HI
36854,BSF,Bradshaw Army Airfield,"-155.554000854, 19.760099411",US-HI
36855,ITO,Hilo International Airport,"-155.04800415039062, 19.721399307250977",US-HI
36856,UPP,Upolu Airport,"-155.86000061035156, 20.265300750732422",US-HI
37141,PIZ,Point Lay LRRS Airport,"-163.0050049, 69.73290253",US-AK
37334,PWR,Port Walter Seaplane Base,"-134.651000977, 56.3810005188",US-AK
37381,PYL,Perry Island Seaplane Base,"-147.919006348, 60.685298919699996",US-AK
37427,RDV,Red Devil Airport,"-157.350006104, 61.7881011963",US-AK
37428,REH,Rehoboth Airport,"-75.122, 38.72",US-DE
38668,RZH,Quartz Hill Airport,"-118.206, 34.65",US-CA
38676,LPS,Lopez Island Airport,"-122.93800354003906, 48.4838981628418",US-WA
38683,KEH,Kenmore Air Harbor Inc Seaplane Base,"-122.259002686, 47.7547988892",US-WA
38793,SAG,Sagwon Airport,"-148.7114, 69.3596",US-AK
38843,SAS,Salton Sea Airport,"-115.952003479, 33.2414016724",US-CA
39065,SBT,Tri-City Airport,"-117.2725, 34.0677",US-CA
39462,SCR,Scranton Municipal Airport.,"-75.772, 41.4802",US-PA
40410,SFR,San Fernando Airport,"-118.422, 34.289",US-CA
42469,SKJ,Sitkinak Airport,"-154.1412, 56.5378",US-AK
43687,SRF,Hamilton Field,"-122.51, 38.06",US-CA
43690,SRU,Santa Cruz Sky Park,"-122.0315, 37.0503",US-CA
43691,SRV,Stony River 2 Airport,"-156.589004517, 61.7896995544",US-AK
44181,SSU,Greenbrier Airport,"-80.336, 37.775",US-WV
44670,SVS,Stevens Village Airport,"-149.0545, 66.0172",US-AK
45343,SXP,Sheldon Point Airport,"-164.84800720215, 62.520599365234",US-AK
45353,SYB,Seal Bay Seaplane Base,"-152.2018, 58.3733",US-AK
45369,SYL,Roberts Army Heliport,"-120.744003296, 35.814998626699996",US-CA
45380,SYN,Stanton Airfield,"-93.0162963867, 44.475498199499995",US-MN
45388,SZN,Santa Cruz Island Airport,"-119.915000916, 34.0606002808",US-CA
45389,SZP,Santa Paula Airport,"-119.060997, 34.34719849",US-CA
45527,TCT,Takotna Airport,"-156.029026, 62.993206",US-AK
45687,TKE,Tenakee Seaplane Base,"-135.21800231934, 57.77970123291",US-AK
45688,TKL,Taku Lodge Seaplane Base,"-133.942993164, 58.4897003174",US-AK
45697,TLT,Tuluksak Airport,"-160.968994141, 61.096801757799994",US-AK
45818,PTA,Port Alsworth Airport,"-154.319000244, 60.2042999268",US-AK
45966,TSG,Tanacross Airport,"-143.335998535, 63.374401092499994",US-AK
46023,TWH,Two Harbors Amphibious Terminal,"-118.508611111, 33.432222222200004",US-CA
46124,TYE,Tyonek Airport,"-151.13800048828, 61.076698303223",US-AK
46270,DBS,Dubois Municipal Airport,"-112.225997925, 44.1665992737",US-ID
46553,UGB,Ugashik Bay Airport,"-157.740005493, 57.4253997803",US-AK
47011,AHT,Amchitka Army Airfield,"179.259166667, 51.3777777778",US-AK
47661,RTL,Spirit Lake Municipal Airport,"-95.139198303223, 43.387500762939",US-IA
47676,BPA,Grumman Bethpage Airport,"-73.4960021973, 40.749401092499994",US-NY
47788,GMV,Monument Valley Airport,"-110.200996399, 37.016700744599994",US-UT
49117,FBS,Friday Harbor Seaplane Base,"-123.010002136, 48.537300109899995",US-WA
49124,RSJ,Rosario Seaplane Base,"-122.867996216, 48.6456985474",US-WA
49127,LKE,Kenmore Air Harbor Seaplane Base,"-122.338996887, 47.6290016174",US-WA
49145,RCE,Roche Harbor Airport,"-123.138999939, 48.6123008728",US-WA
49217,WSX,Westsound/Wsx Seaplane Base,"-122.95300293, 48.6179008484",US-WA
49377,WBB,Stebbins Airport,"-162.277999878, 63.5159988403",US-AK
49421,WEA,Parker County Airport,"-97.6824035645, 32.7462997437",US-TX
49602,JBK,Berkley Municipal Heliport,"-122.3065, 37.8666",US-CA
49651,DTR,Decatur Shores Airport,"-122.814002991, 48.499801635699995",US-WA
49868,WSB,Steamboat Bay Seaplane Base,"-133.641998291, 55.5295982361",US-AK
49869,UGI,San Juan /Uganik/ Seaplane Base,"-153.320999, 57.7304",US-AK
49870,WSM,Wiseman Airport,"-150.123001099, 67.4046020508",US-AK
49954,GWV,Glendale Fokker Field,"-80.7594985962, 39.948699951200005",US-WV
50042,MPB,Miami Seaplane Base,"-80.170303344727, 25.778299331665",US-FL
50266,UKN,Waukon Municipal Airport,"-91.469497680664, 43.280498504639",US-IA
52081,KKI,Akiachak Airport,"-161.42199707031, 60.904800415039",US-AK
52094,BCC,Bear Creek 3 Airport,"-156.149454117, 63.5733160384",US-AK
52098,JBT,Bethel Seaplane Base,"-161.742996216, 60.782001495399996",US-AK
52099,CZP,Cape Pole Seaplane Base,"-133.79699707, 55.9663009644",US-AK
52100,KBW,Chignik Bay Seaplane Base,"-158.401000977, 56.295600891099994",US-AK
52105,KBC,Birch Creek Airport,"-145.824005127, 66.2740020752",US-AK
52107,CZC,Copper Center 2 Airport,"-145.294006348, 61.9412002563",US-AK
52412,ZNC,Nyac Airport,"-159.994003296, 60.9807014465",US-AK
